200c87a0 %
e349c109 ChampRefund5Prefix
bb1ac5a8 ChampRefundNL
d46baaf3 ChampionAD
e86bca6f ChampionAP
e96bcc02 ChampionAS
1cafafa4 ChampionBonusDamage
bd91678f ChampionBonusDamage1
55d32a34 ChampionBonusDamage1Postfix
dd366003 ChampionBonusDamage1Prefix
be916922 ChampionBonusDamage2
17c02edf ChampionBonusDamage2Postfix
8b26c1a6 ChampionBonusDamage2Prefix
bf916ab5 ChampionBonusDamage3
35ea8bb2 ChampionBonusDamage3Postfix
570ad159 ChampionBonusDamage3Prefix
b8915fb0 ChampionBonusDamage4
dda09b8d ChampionBonusDamage4Postfix
d33e442c ChampionBonusDamage4Prefix
b9916143 ChampionBonusDamage5
544827b8 ChampionBonusDamage5Postfix
f41e6957 ChampionBonusDamage5Prefix
6d68b3d6 ChampionBonusDamageNL
b30a8edb ChampionCombatCooldown
8971f4f4 ChampionCountBonus
568ad503 ChampionDamage
6e8d9db6 ChampionDamage1
37fd4c23 ChampionDamage1Postfix
c476f10a ChampionDamage1Prefix
6d8d9c23 ChampionDamage2
f16c4718 ChampionDamage2Postfix
afd2e937 ChampionDamage2Prefix
6c8d9a90 ChampionDamage3
353a87ed ChampionDamage3Postfix
916d2d0c ChampionDamage3Prefix
738da595 ChampionDamage4
50d93412 ChampionDamage4Postfix
41b15339 ChampionDamage4Prefix
728da402 ChampionDamage5
32aed73f ChampionDamage5Postfix
a20de786 ChampionDamage5Prefix
dac68bca ChampionDamageCalc
8ba8e5d8 ChampionDamageMultiplier
e5821921 ChampionDamageNL
1925fa94 ChampionDamagePenalty
3b6af69a ChampionDamageTaken
e0ae7e7d ChampionFuryGain
3be92e68 ChampionHeal
6c4ea64c ChampionHealADRatio
82d5b920 ChampionHealTT
c1679f60 ChampionHealing
63d8f971 ChampionHealingPercent
4734b06c ChampionHealingScalar
b39cb3a5 ChampionManaRestoreTT
ff914135 ChampionMassPerSecond
b4ec32d4 ChampionMissingManaRatio
b4d41e7f ChampionMissingManaRatio1
54dc4f04 ChampionMissingManaRatio1Postfix
aeb50013 ChampionMissingManaRatio1Prefix
b5d42012 ChampionMissingManaRatio2
f360cbef ChampionMissingManaRatio2Postfix
5d144776 ChampionMissingManaRatio2Prefix
b6d421a5 ChampionMissingManaRatio3
31d2fe02 ChampionMissingManaRatio3Postfix
d793d2a9 ChampionMissingManaRatio3Prefix
afd416a0 ChampionMissingManaRatio4
4cc2b5dd ChampionMissingManaRatio4Postfix
a7fecb3c ChampionMissingManaRatio4Prefix
b0d41833 ChampionMissingManaRatio5
4164dcc8 ChampionMissingManaRatio5Postfix
c60a5c27 ChampionMissingManaRatio5Prefix
9a812d06 ChampionMissingManaRatioNL
9770505 ChampionName
98a931a5 ChampionRageGeneration
85bab733 ChampionShieldIncrease
5a37151f ChampionStacks
5d79b569 ChampionTotalDamage
c805a6ab ChanceFiveStat
5d0e281a ChanceForGoodSoul
7eb2141b ChanceFourStat
efa09ec1 ChanceOneStat
928508a5 ChanceSixStat
a62afb25 ChanceThreeStat
ece76f1b ChanceToFireSpikeball
924f653c ChanceToTrigger
ad4da137 ChanceTwoStat
b1d3622b ChannelDistanceUpdateTick
2ac71ccc ChannelDuration
6632d9d5 ChannelDuration.1
5472a247 ChannelDuration1
817eadcc ChannelDuration1Postfix
beddd55b ChannelDuration1Prefix
5572a3da ChannelDuration2
ab175897 ChannelDuration2Postfix
2b24f31e ChannelDuration2Prefix
5672a56d ChannelDuration3
69982aea ChannelDuration3Postfix
5738ae71 ChannelDuration3Prefix
18948fde ChannelDurationNL
8d224b4e ChannelMaxDuration
d246af25 ChannelTime
298bab97 ChannelTimeFinal
760a055e ChannelTimeMastery
8d8eba9a CharAbilityPower
7fafd678 CharAbilityPower2
8befcc16 CharAbilityPower2.0
20937439 CharBonusPhysical
531fad51 CharBonusPhysical2
4c9cf700 CharTotalPhysical
cd1923b6 CharTotalPhysical2
75a926db CharacterRecordBalance
8c8c6905 ChargeADPercent
f0a9b6a7 ChargeADPercentNL
398025dd ChargeBaseDamage
70bbb284 ChargeBaseDamage1
66e6ca1 ChargeBaseDamage1Postfix
49b8a820 ChargeBaseDamage1Prefix
73bbb73d ChargeBaseDamage2
894d579a ChargeBaseDamage2Postfix
3ba621 ChargeBaseDamage2Prefix
72bbb5aa ChargeBaseDamage3
8f63e147 ChargeBaseDamage3Postfix
a7e8d9ce ChargeBaseDamage3Prefix
60ec8bbf ChargeBaseDamageNL
476f95bc ChargeCooldown
d157a9c ChargeDamage
45d01e57 ChargeDamage1
54a733bc ChargeDamage1Postfix
5a75db4b ChargeDamage1Prefix
46d01fea ChargeDamage2
25860e87 ChargeDamage2Postfix
8c718c0e ChargeDamage2Prefix
47d0217d ChargeDamage3
496fdada ChargeDamage3Postfix
b883b461 ChargeDamage3Prefix
40d01678 ChargeDamage4
a6c44835 ChargeDamage4Postfix
51bc77b4 ChargeDamage4Prefix
41d0180b ChargeDamage5
10a107a0 ChargeDamage5Postfix
7ec7fa7f ChargeDamage5Prefix
204a306e ChargeDamageNL
a49ebf8d ChargeDetectionRange
a6246e71 ChargeDistanceMultiplier
6a1865c7 ChargeDistancePercent
1078fc61 ChargeDuration
457fdad2 ChargeHealthTooltip
dafc6376 ChargeKnockup
d1f6cfb0 ChargeLimit
cef5d6aa ChargeMultiplierInverse
ba9b48ac ChargePerAttack
2eaa79fe ChargeRange
7f94b7f3 ChargeRatePerHit
58022088 ChargeTime
8225369f ChargeTimeForMax
a84f39b0 ChargeTimeToGetMaxRange
ed82ae3 ChargeTimeTooltip
aa1361aa ChargeToHealConversion
d7dda9ba ChargesPerSpellcast
431a19e6 ChargesRemaining
917b8915 ChargeupTime
61c4e010 CharmDuration
9ecd3f3 CharmDuration1
61ffaa88 CharmDuration1Postfix
d65e4ae7 CharmDuration1Prefix
aecd586 CharmDuration2
252b0b13 CharmDuration2Postfix
396a4fa CharmDuration2Prefix
becd719 CharmDuration3
b70dbab6 CharmDuration3Postfix
73a8baad CharmDuration3Prefix
cecd8ac CharmDuration4
9bb29c69 CharmDuration4Postfix
bd7b6d88 CharmDuration4Prefix
decda3f CharmDuration5
61ae14c4 CharmDuration5Postfix
584c5fd3 CharmDuration5Prefix
3db7e702 CharmDurationNL
dabd15e8 ChatParam
f7ea658f CheatingThreshold
66d6af4d ChemtechSlowAmount
ef391c8e ChemtechZoneDuration
ac3f6a4a CherryBonusHaste
7f5e7b5d CherryFuryModifier
701a3d37 CherryGhoulHPMod
292d37d3 CherryGhoulPassiveSpawnRate
a1136e92 CherryMaidenHealthMod
6947bcd0 CherryNegaHaste
5482e7bb CherryRatio
1765b547 CherryStackMultiplier
e2a13050 CherryStacksPerRoundBeforeMultiplier
9b5d330d ChillDuration
17f72448 ChillingSlowDrain
97c9f3e6 ChillingSlowDuration
b8b8a3ea ChimesForSlowUpgrade
4afa6dd7 ChimesForSplashAreaUpgrade
f5ca5217 ChimesForSplashDamageUpgrade
d75a5249 ChimesPerUpgrade
6ffff8de ChogathCarnivoreHeal
801fdc73 ChogathCarnivoreMana
843f5fc9 CircleDuration
fde43489 ClawCount
663efda8 ClawCount1
81fd2d05 ClawCount1Postfix
3ebe8bc4 ClawCount1Prefix
693f0261 ClawCount2
a052e59e ClawCount2Postfix
8c179b95 ClawCount2Prefix
683f00ce ClawCount3
f628107b ClawCount3Postfix
368679c2 ClawCount3Prefix
bb9e016b ClawCountNL
f667dc5f CleanseCooldown
87060844 CleaveDamage
37f502f CleaveDamage1
5783f54 CleaveDamage1Postfix
737f8ca3 CleaveDamage1Prefix
47f51c2 CleaveDamage2
320355ff CleaveDamage2Postfix
bfb58446 CleaveDamage2Prefix
57f5355 CleaveDamage3
ab5ec5d2 CleaveDamage3Postfix
460c3af9 CleaveDamage3Prefix
e1b1e176 CleaveDamageNL
5f66b017 CleaveRadius
d3334cc2 ClientVersion
414f3d76 CloneAADamagePercent
66f8be92 CloneADRatio
e9ee92e CloneBaseDamage
2328fbcd CloneBaseDamage1
4898d3ca CloneBaseDamage1Postfix
edbff8d1 CloneBaseDamage1Prefix
2028f714 CloneBaseDamage2
455de411 CloneBaseDamage2Postfix
3c047d90 CloneBaseDamage2Prefix
2128f8a7 CloneBaseDamage3
49f2e5ac CloneBaseDamage3Postfix
94d23abb CloneBaseDamage3Prefix
1e28f3ee CloneBaseDamage4
2eb3e11b CloneBaseDamage4Postfix
bc4f99e2 CloneBaseDamage4Prefix
1f28f581 CloneBaseDamage5
450dfd3e CloneBaseDamage5Postfix
812569b5 CloneBaseDamage5Prefix
f8d60bc4 CloneBaseDamageNL
4ab9daa5 CloneBasePercentDamage
d33376e8 CloneDamageFlat
5304179b CloneDamageFlat1
e92b76d0 CloneDamageFlat1Postfix
b50438af CloneDamageFlat1Prefix
5404192e CloneDamageFlat2
9112ae5b CloneDamageFlat2Postfix
e6879522 CloneDamageFlat2Prefix
55041ac1 CloneDamageFlat3
64f7fe7e CloneDamageFlat3Postfix
e5dc75f5 CloneDamageFlat3Prefix
56041c54 CloneDamageFlat4
10fec51 CloneDamageFlat4Postfix
8dc92dd0 CloneDamageFlat4Prefix
57041de7 CloneDamageFlat5
83299bec CloneDamageFlat5Postfix
e41c81fb CloneDamageFlat5Prefix
a3a2f4ba CloneDamageFlatNL
1fe0b2fd CloneDamageMod
fab97724 CloneDamageMod1
f404f1c1 CloneDamageMod1Postfix
e1322bc0 CloneDamageMod1Prefix
fdb97bdd CloneDamageMod2
76e3dcba CloneDamageMod2Postfix
953ac0c1 CloneDamageMod2Prefix
fcb97a4a CloneDamageMod3
92672b67 CloneDamageMod3Postfix
3ce7f46e CloneDamageMod3Prefix
f7b9726b CloneDamageMod4
cf6b5980 CloneDamageMod4Postfix
5857adf CloneDamageMod4Prefix
f6b970d8 CloneDamageMod5
64f52f15 CloneDamageMod5Postfix
84afc514 CloneDamageMod5Prefix
fb68aedf CloneDamageModNL
bb225ff4 CloneDamageMultiplier
5c1cc31f CloneDamageMultiplier1
427b9b24 CloneDamageMultiplier1Postfix
b5a186b3 CloneDamageMultiplier1Prefix
5d1cc4b2 CloneDamageMultiplier2
109a6b0f CloneDamageMultiplier2Postfix
1081ab16 CloneDamageMultiplier2Prefix
5e1cc645 CloneDamageMultiplier3
f3d9f722 CloneDamageMultiplier3Postfix
8b013649 CloneDamageMultiplier3Prefix
51dbf026 CloneDamageMultiplierNL
85355da4 CloneDamagePercent
98567dca CloneDamageRatio
6d94a164 CloneDamageTimer
bfe3e9be CloneDuration
280af5cc CloneIncomingDamagePercent
4cd615d1 CloneLifetime
b6e4ab41 CloneMissileSpeed
71f4e261 CloneMoveToDistance
17521778 CloneMult
a5e63ce2 ClonePercentDamagePerBounty
fc571771 Close_Pull_Range
817c2a9c ClosestEnemyPercentAD
83772e57 ClosestEnemyPercentAD1
2133e3bc ClosestEnemyPercentAD1Postfix
d2646b4b ClosestEnemyPercentAD1Prefix
84772fea ClosestEnemyPercentAD2
f212be87 ClosestEnemyPercentAD2Postfix
4601c0e ClosestEnemyPercentAD2Prefix
8577317d ClosestEnemyPercentAD3
15fc8ada ClosestEnemyPercentAD3Postfix
30724461 ClosestEnemyPercentAD3Prefix
2e48606e ClosestEnemyPercentADNL
1ba9004c ClosingTag
ea9f5b12 CloudDuration
7bdc7819 CloudDuration1
9dc95b6 CloudDuration1Postfix
fd1353ad CloudDuration1Prefix
78dc7360 CloudDuration2
7e44da9d CloudDuration2Postfix
157caefc CloudDuration2Prefix
79dc74f3 CloudDuration3
b4ce8588 CloudDuration3Postfix
5fc8e3e7 CloudDuration3Prefix
7edc7cd2 CloudDuration4
ac563aaf CloudDuration4Postfix
101df136 CloudDuration4Prefix
7fdc7e65 CloudDuration5
92102fc2 CloudDuration5Postfix
4511b669 CloudDuration5Prefix
6fedd688 CloudDurationNL
3ed70c62 CloudMSDuration
53578316 CloudMoveSpeed
38a349ec CloudRadius
cac1b6d2 Coefficient
11f2e759 Coefficient1
babdf8f6 Coefficient1Postfix
9321dfed Coefficient1Prefix
ef2e2a0 Coefficient2
5d44b9dd Coefficient2Postfix
9fc7373c Coefficient2Prefix
ff2e433 Coefficient3
51e6e0c8 Coefficient3Postfix
bdd2c827 Coefficient3Prefix
7400fa48 CoefficientNL
50dfafe0 CoinAmount
18589964 CoinDuration
af10b87e CoinMovementDistance
775e0e0c CollisionPadding
20844ad CollisionRadius
80570fa6 CombatCD
864d46f1 CombatDuration
9e56d61e CombatTimer
6c915670 CombatTrackingDuration
6234d147 CombinedDamage
bfe6b6ec ComboDamage
f531dde7 ComboDamage1
cb04dbec ComboDamage1Postfix
a2dc41fb ComboDamage1Prefix
f631df7a ComboDamage2
99694db7 ComboDamage2Postfix
f21ccbe ComboDamage2Prefix
f731e10d ComboDamage3
879c10a ComboDamage3Postfix
93a7ea11 ComboDamage3Prefix
859f07fe ComboDamageNL
34094f11 ComebackMultiplier
8fcbce0f ComebacksAvailableTime
93594ab2 Command
34c63b10 CompleteGold
d7902d2d CompletedBootsSpeedBonus
b652eeca CompletionBonus
ecc2f0c6 CompletionBonus.-1
24cb24ec ComponentChance
c8cb07e7 ComponentChance1
3f4909ec ComponentChance1Postfix
2c5c1bfb ComponentChance1Prefix
c9cb097a ComponentChance2
dad7bb7 ComponentChance2Postfix
98a1a6be ComponentChance2Prefix
cacb0b0d ComponentChance3
7cbdef0a ComponentChance3Postfix
1d27c411 ComponentChance3Prefix
9fbc25fe ComponentChanceNL
a3f03b49 ConeAngle
86f27c07 ConeDamage
a5b98902 ConeDamage1
2e045e3f ConeDamage1Postfix
cab2a486 ConeDamage1Prefix
a4b9876f ConeDamage2
7d28b794 ConeDamage2Postfix
6e120ce3 ConeDamage2Prefix
a3b985dc ConeDamage3
c0295b9 ConeDamage3Postfix
95dbe0d8 ConeDamage3Prefix
a466f0c6 ConeDamageCalc
5390d865 ConeDamageNL
61b8f777 ConeSplitDamage
1c2d4332 ConeSplitDamage1
53bc728f ConeSplitDamage1Postfix
d21a3596 ConeSplitDamage1Prefix
1b2d419f ConeSplitDamage2
859da2a4 ConeSplitDamage2Postfix
773a1133 ConeSplitDamage2Prefix
1a2d400c ConeSplitDamage3
52df049 ConeSplitDamage3Postfix
f33b6ae8 ConeSplitDamage3Prefix
bad10a95 ConeSplitDamageNL
6f7f1016 ConeWidth
799ea91 ConsumeDuration
974c59e0 ConsumeDuration1
1551da1d ConsumeDuration1Postfix
3039617c ConsumeDuration1Prefix
9a4c5e99 ConsumeDuration2
a0e99536 ConsumeDuration2Postfix
17d0062d ConsumeDuration2Prefix
994c5d06 ConsumeDuration3
f06e593 ConsumeDuration3Postfix
a7bdf07a ConsumeDuration3Prefix
9c4c61bf ConsumeDuration4
4b89ef44 ConsumeDuration4Postfix
fc73ab53 ConsumeDuration4Prefix
9b4c602c ConsumeDuration5
858e76e9 ConsumeDuration5Postfix
61a2b908 ConsumeDuration5Prefix
bc1c3e93 ConsumeDurationNL
11d0dd27 ConversionRate
21cc09a2 ConversionRate1
be698c5f ConversionRate1Postfix
ea885e26 ConversionRate1Prefix
20cc080f ConversionRate2
fc7c87b4 ConversionRate2Postfix
3c97fc83 ConversionRate2Prefix
4b0ef85 ConversionRateNL
926af370 ConvertCap
fc59a2be CoolddownRefund
85d8a7e8 Cooldown
a95ce0a6 Cooldown.0
8d103a9b Cooldown1
cea5c7d0 Cooldown1Postfix
7f9743af Cooldown1Prefix
8e103c2e Cooldown2
768cff5b Cooldown2Postfix
b11aa022 Cooldown2Prefix
8f103dc1 Cooldown3
4a724f7e Cooldown3Postfix
b06f80f5 Cooldown3Prefix
90103f54 Cooldown4
e68a3d51 Cooldown4Postfix
585c38d0 Cooldown4Prefix
911040e7 Cooldown5
68a3ecec Cooldown5Postfix
aeaf8cfb Cooldown5Prefix
9210427a Cooldown6
37085eb7 Cooldown6Postfix
1af517be Cooldown6Prefix
7e0cbe54 CooldownAmount
a5e7873d CooldownBetweenBarrels
ac00974c CooldownBetweenCasts
220d916f CooldownBonus
f95bd6fa CooldownBonus1
f600f837 CooldownBonus1Postfix
ce40083e CooldownBonus1Prefix
f85bd567 CooldownBonus2
279c866c CooldownBonus2Postfix
61fa7d7b CooldownBonus2Prefix
f75bd3d4 CooldownBonus3
a582d6d1 CooldownBonus3Postfix
ba72950 CooldownBonus3Prefix
ffcdb9ff CooldownBonusAO
22ad9d6d CooldownBonusNL
80d113f5 CooldownCalc
2adf8031 CooldownCalculation
3523ca2c CooldownDecrease
a2a45218 CooldownDuration
ed78af05 CooldownDuringR
3e281dbe CooldownFloor
62eff3ea CooldownKillRefund
82209054 CooldownMaxLevel
d4a5371c CooldownMod
d22f2378 CooldownModAO
4be0dba CooldownNL
914876a9 CooldownOneBase
a3a7fd20 CooldownPerCast
5d628020 CooldownPerHit
ddbc5ebb CooldownPerSpell
fd1788f6 CooldownPerSpellID
19a7d022 CooldownPerTarget
25926bc8 CooldownPercentage
59bc5e3b CooldownRanged
e24a2f04 CooldownReduceOnAbilityHit
1d2c357f CooldownReduceOnKill
45a3a619 CooldownReduction
7e5b3a15 CooldownReductionAmount
355abf02 CooldownReductionPerHealShieldBuff
49b4c980 CooldownReductionPerStack
898b2c46 CooldownReductionPercent
7dee22f3 CooldownRefresh
ffe0b766 CooldownRefresh1
92c87f73 CooldownRefresh1Postfix
d590f2da CooldownRefresh1Prefix
fee0b5d3 CooldownRefresh2
227fb0e8 CooldownRefresh2Postfix
1522ddc7 CooldownRefresh2Prefix
fde0b440 CooldownRefresh3
2ddbf6fd CooldownRefresh3Postfix
ddc904dc CooldownRefresh3Prefix
4e0bf45 CooldownRefresh4
907b1a22 CooldownRefresh4Postfix
81dd6749 CooldownRefresh4Prefix
3e0bdb2 CooldownRefresh5
ad3b8e0f CooldownRefresh5Postfix
75ddc16 CooldownRefresh5Prefix
da653d11 CooldownRefreshNL
266bcc6a CooldownRefund
d6b2b341 CooldownRefund1
ec7583fe CooldownRefund1Postfix
20524a75 CooldownRefund1Prefix
25785060 CooldownRefundNL
f050a024 CooldownRemaining
74cc3cc CooldownResetValue
daf7aa09 CooldownResetValue.01
754e7f95 CooldownSeconds
78bb7d45 CooldownTick
9ecac3a1 CooldownTime
993a4a22 Cooldown_Reduction
3dc88b8a CopyDamagePercent
fdb3f761 CopyDamagePercent1
900b1c9e CopyDamagePercent1Postfix
233ce895 CopyDamagePercent1Prefix
fab3f2a8 CopyDamagePercent2
71b56405 CopyDamagePercent2Postfix
d5e3d8c4 CopyDamagePercent2Prefix
fbb3f43b CopyDamagePercent3
6a368df0 CopyDamagePercent3Postfix
99ac6e4f CopyDamagePercent3Prefix
6db35e80 CopyDamagePercentNL
65b453db CoreEnergyShield
4e0195e CoreEnergyShield1
de0abfeb CoreEnergyShield1Postfix
806b8872 CoreEnergyShield1Prefix
3e017cb CoreEnergyShield2
dd69b860 CoreEnergyShield2Postfix
13fd5b3f CoreEnergyShield2Prefix
2e01638 CoreEnergyShield3
f52a97f5 CoreEnergyShield3Postfix
4d61c474 CoreEnergyShield3Prefix
c043ed39 CoreEnergyShieldNL
e2db7065 CorpseDuration
e85c3338 Cost
d224572b Cost1
f8021140 Cost1Postfix
5d10249f Cost1Prefix
d32458be Cost2
9feadbcb Cost2Postfix
c97e51d2 Cost2Prefix
d4245a51 Cost3
54e9d5ae Cost3Postfix
fd1a52a5 Cost3Prefix
d5245be4 Cost4
c73d1b81 Cost4Postfix
f33b3c80 Cost4Prefix
d6245d77 Cost5
7639185c Cost5Postfix
c43eaa6b Cost5Prefix
d7245f0a Cost6
b5c1a327 Cost6Postfix
4c32542e Cost6Prefix
14f3860a CostNL
39b1ddf4 Count
be93331 CountdownTimer
9cacde23 Counter
e3f6567 CounteredAttributes
d1f8676b CourageChampionTakedown
e4814970 CourageLastHit
6dc34234 CouragePerPellet
99bebc58 CourageVsChamps
207e065a CourageVsOther
3d89e4b5 CrashDownDamage
6412bbcc CrashDownDamage1
e25e5f09 CrashDownDamage1Postfix
b46db2a8 CrashDownDamage1Prefix
6712c085 CrashDownDamage2
1ab40762 CrashDownDamage2Postfix
892ee89 CrashDownDamage2Prefix
6612bef2 CrashDownDamage3
f8e9cc4f CrashDownDamage3Postfix
6458e856 CrashDownDamage3Prefix
6112b713 CrashDownDamage4
fe06d528 CrashDownDamage4Postfix
23488907 CrashDownDamage4Prefix
6012b580 CrashDownDamage5
964ae3d CrashDownDamage5Postfix
53cf81c CrashDownDamage5Prefix
2c551c57 CrashDownDamageNL
9fa0b6cd CrashDownKnockupDuration
8320369c CrashDownStunDuration
77ec2c5f CrashDownTooltip
36c9f12a CrashDownTooltip1
a83a37c7 CrashDownTooltip1Postfix
d6a9394e CrashDownTooltip1Prefix
35c9ef97 CrashDownTooltip2
c0877dfc CrashDownTooltip2Postfix
a2331f8b CrashDownTooltip2Prefix
34c9ee04 CrashDownTooltip3
1f44c321 CrashDownTooltip3Postfix
787907a0 CrashDownTooltip3Prefix
33c9ec71 CrashDownTooltip4
9fd3394e CrashDownTooltip4Postfix
2c5e91c5 CrashDownTooltip4Prefix
32c9eade CrashDownTooltip5
7915286b CrashDownTooltip5Postfix
517acdf2 CrashDownTooltip5Prefix
874fbf5d CrashDownTooltipNL
2b5c6613 CraterDamage
6474c786 CraterDamage1
226d5113 CraterDamage1Postfix
9d4f06fa CraterDamage1Prefix
6374c5f3 CraterDamage2
5f41f088 CraterDamage2Postfix
7016ace7 CraterDamage2Prefix
6274c460 CraterDamage3
28b8459d CraterDamage3Postfix
25ca77fc CraterDamage3Prefix
6974cf65 CraterDamage4
3c839ac2 CraterDamage4Postfix
555f7f69 CraterDamage4Prefix
6874cdd2 CraterDamage5
56c9a5af CraterDamage5Postfix
206bba36 CraterDamage5Prefix
10b76f31 CraterDamageNL
e9fe12ba CraterDuration
36384b13 CraterEdgeDamageReduction
b0bc3d9b CraterMaxHaste
5b4352d CraterMaxSlow
d1abb9f4 CraterRadius
224ff444 CraterSweetSpotRadius
d1d54cc7 CrescendumRBonusMinis
804bf458 CrippleDuration
f2c016e1 CrippleSlowAmp
12731c37 CritAPRatio
33c3f261 CritAmp
af712bb7 CritArmorPen
983bb5b CritArmorPenScalar
bac7073c CritBonus
22d96805 CritBonusPercent
566bcffc CritBuffDuration
8f04128 CritCDR
f87938b7 CritCDReductionPerHit
3abb8549 CritChance
ed331be8 CritChance1
11b0f245 CritChance1Postfix
73fd8c04 CritChance1Prefix
f03320a1 CritChance2
58deb9de CritChance2Postfix
d7e30cd5 CritChance2Prefix
74c5c585 CritChanceAmount
6206546d CritChanceAmp
81914c88 CritChanceBonus
57f17d1c CritChanceCeiling
d08a9cd1 CritChanceGrant
fb35968c CritChanceModifier
12965e6a CritChanceMultiplier
ecaba22b CritChanceNL
b995119a CritChancePerStep
b37851d9 CritChanceToDamage
8e811670 CritChanceToDamageRatio
96360853 CritChanceToDamageRatio1
914d9468 CritChanceToDamageRatio1Postfix
fe399c47 CritChanceToDamageRatio1Prefix
973609e6 CritChanceToDamageRatio2
19662f3 CritChanceToDamageRatio2Postfix
bea7b15a CritChanceToDamageRatio2Prefix
b3b88a62 CritChanceToDamageRatioNL
a1904faf CritConverRatio
f42d55ba CritConverRatio1
10c62bf7 CritConverRatio1Postfix
b0dfc6fe CritConverRatio1Prefix
f32d5427 CritConverRatio2
269a9c2c CritConverRatio2Postfix
70d7ba3b CritConverRatio2Prefix
f22d5294 CritConverRatio3
22059a91 CritConverRatio3Postfix
1809fd10 CritConverRatio3Prefix
3bb490ad CritConverRatioNL
9be8fd38 CritDamage
78c6552b CritDamage1
e61e1b40 CritDamage1Postfix
12b2329f CritDamage1Prefix
79c656be CritDamage2
8e06e5cb CritDamage2Postfix
7f205fd2 CritDamage2Prefix
7ac65851 CritDamage3
4305dfae CritDamage3Postfix
b2bc60a5 CritDamage3Prefix
3ff0af5f CritDamageBonus
dbae0071 CritDamageBonusLevelUpTooltip
12ea64c0 CritDamageBonusLevelUpTooltip1
e44a047d CritDamageBonusLevelUpTooltip1Postfix
4801315c CritDamageBonusLevelUpTooltip1Prefix
15ea6979 CritDamageBonusLevelUpTooltip2
958d7696 CritDamageBonusLevelUpTooltip2Postfix
d99fdd0d CritDamageBonusLevelUpTooltip2Prefix
14ea67e6 CritDamageBonusLevelUpTooltip3
49368cf3 CritDamageBonusLevelUpTooltip3Postfix
3fc91f5a CritDamageBonusLevelUpTooltip3Prefix
17ea6c9f CritDamageBonusLevelUpTooltip4
958acba4 CritDamageBonusLevelUpTooltip4Postfix
16b5e433 CritDamageBonusLevelUpTooltip4Prefix
16ea6b0c CritDamageBonusLevelUpTooltip5
151b1949 CritDamageBonusLevelUpTooltip5Postfix
92b73de8 CritDamageBonusLevelUpTooltip5Prefix
74aa8d73 CritDamageBonusLevelUpTooltipNL
704d9ccc CritDamageMod
d357c7d1 CritDamageModCalc
8613a876 CritDamageMult
d459b8a CritDamageMultipler
8afc08bf CritDamageMultiplier
65f6600a CritDamageNL
1bf2b8e1 CritDamagePerStack
cf18ef70 CritDamagePerStack1
995b754d CritDamagePerStack1Postfix
63f80aec CritDamagePerStack1Prefix
d218f429 CritDamagePerStack2
4874a666 CritDamagePerStack2Postfix
31fb2f1d CritDamagePerStack2Prefix
d118f296 CritDamagePerStack3
ac97c83 CritDamagePerStack3Postfix
fd71baea CritDamagePerStack3Prefix
d418f74f CritDamagePerStack4
940ae8f4 CritDamagePerStack4Postfix
7e6686c3 CritDamagePerStack4Prefix
d318f5bc CritDamagePerStack5
c7b22119 CritDamagePerStack5Postfix
7c6d45b8 CritDamagePerStack5Prefix
21a05ce3 CritDamagePerStackNL
38bcac6 CritDamagePerWave
fac6a77b CritDamageRatio
8886cc29 CritDamageReduction
af15acb0 CritDefendRatio
b3cfc5c4 CritDurationBonus
c393c703 CritDurationMod
47725e9c CritGranted
a47419e3 CritHeal
b4c4a596 CritHeal1
6775fd83 CritHeal1Postfix
8827d5ea CritHeal1Prefix
b3c4a403 CritHeal2
7984378 CritHeal2Postfix
75fe3717 CritHeal2Prefix
8ce51c01 CritHealNL
e8e55586 CritHealRatio
8fe3e3af CritHealScalar
4d819832 CritHealthThreshold
c2e3fea5 CritIncreaseTT
8aa567ba CritLifesteal
104ae131 CritMax
286d993b CritMod
eaa9a098 CritModifier
2075d4c CritMoveSpeedPercent
93883e67 CritMoveSpeedPercentASRatio
34c4353e CritMultiplier
1fdf869d CritMultiplier1
3a10c27a CritMultiplier1Postfix
88bd9081 CritMultiplier1Prefix
1cdf81e4 CritMultiplier2
fb635d81 CritMultiplier2Postfix
e7ed3280 CritMultiplier2Prefix
1ddf8377 CritMultiplier3
aa5f5a5c CritMultiplier3Postfix
b8f0a06b CritMultiplier3Prefix
1c817994 CritMultiplierNL
a3f17f53 CritPerCast
6210abd9 CritPerStackCalc
52d90ad0 CritPerStackMelee
ddf2b71c CritRatio
a75178eb CritReductionPercent
79c0510e CritScalingMod
7a3a34d0 CritThreshold
ef0f14c7 CritToHasteConversion
56cba4ee CritToLifestealConversionPercent
e2c90986 CritValueMod
c5f20495 CriticalCalc
385e0169 CriticalDamage
dfc4fc70 CriticalDamageCalc
8d40ee76 CriticalDamageReward
dddcba61 CriticalDefendCalc
b99458ba CriticalEffectiveness
5c2f8217 CriticalHealCalc
4948153a CriticalMissleTriggerRange
a2a2a5ff CriticalStrikeModifier
10e05b53 CriticalStrikeScaling
72495f59 CriticalStrikeTOOLTIP
6be107df CrtiChance
d965bbda Current
e09d988c CurrentAmmo
780548f3 CurrentCritDamage
d217dc03 CurrentEnemyBlazeBurn
fa20c4ce CurrentEnemyBlazeBurnPerSecond
34b7330b CurrentExecutionThreshold
613ad7d2 CurrentGloryAP
e7207988 CurrentGold
52cb23b2 CurrentGrit
4d549976 CurrentHPPerc
